14:19:45.370 -> $26200;-0.01;0.01;1.00;-0.01;0.01;1.00;0.30;0.49;-2.62;-1.65;5.61;-6.71;28.86;12.71;22.27;28.32;11.08;21.05;101435.53;27.22;-0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:45.511 -> $26300;-0.01;0.01;1.00;-0.01;0.01;1.00;3.41;1.10;-3.35;-0.91;5.18;-2.99;27.06;12.35;21.57;27.06;12.35;21.57;101438.66;27.21;-0.06;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:45.557 -> $26400;-0.01;0.01;1.00;-0.01;0.01;1.00;-2.80;5.61;-4.76;3.60;2.13;4.33;27.78;10.89;21.22;28.68;13.62;21.74;101435.52;27.20;-0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:45.698 -> $26500;-0.01;0.01;1.00;-0.01;0.01;0.99;1.46;4.57;3.11;1.28;1.71;10.55;28.32;11.80;21.74;27.06;11.26;22.61;101432.70;27.18;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:45.792 -> $26600;-0.01;0.01;1.01;-0.01;0.01;0.99;2.62;12.74;-5.67;-0.30;5.61;-8.84;28.14;12.35;21.57;28.14;12.35;21.57;101431.60;27.17;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:45.885 -> $26700;-0.01;0.01;1.00;-0.01;0.01;1.00;-0.67;5.98;-1.71;-6.10;7.20;-11.40;27.96;11.44;22.09;27.96;11.44;22.09;101435.45;27.17;-0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:45.978 -> $26800;-0.01;0.01;1.00;-0.01;0.01;1.00;-1.10;-3.78;0.79;-0.24;8.60;7.68;27.42;12.71;22.27;27.42;12.71;22.27;101433.13;27.16;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.072 -> $26900;-0.01;0.01;1.00;-0.01;0.01;1.01;-0.12;11.89;2.01;-0.12;4.39;-3.35;27.42;12.35;22.27;27.42;12.35;22.27;101432.47;27.15;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.165 -> $27000;-0.01;0.01;1.00;-0.01;0.01;1.00;3.41;-2.56;-0.85;3.17;-4.21;1.65;28.32;13.98;21.40;27.60;12.16;22.09;101434.30;27.13;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.305 -> $27100;-0.01;0.01;1.00;-0.01;0.02;1.00;-1.83;8.41;-8.84;-0.30;11.28;0.43;27.42;11.62;21.22;27.24;13.25;20.35;101431.24;27.13;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.352 -> $27200;-0.01;0.01;1.00;-0.01;0.02;1.00;-1.65;1.10;-6.16;0.49;7.44;-11.89;26.70;12.35;21.22;26.70;12.35;21.22;101431.80;27.13;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.493 -> $27300;-0.01;0.01;1.00;-0.01;0.01;1.01;2.07;5.00;3.11;-0.91;-3.17;-9.02;28.14;12.71;21.92;27.42;13.07;20.87;101434.52;27.14;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.586 -> $27400;-0.00;0.01;1.00;-0.01;0.01;1.00;0.30;-0.30;3.41;1.28;3.78;-7.62;27.24;11.80;20.70;27.24;11.80;20.70;101432.54;27.14;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.681 -> $27500;-0.01;0.01;1.00;-0.01;0.01;1.00;2.01;5.79;-5.12;0.85;0.67;7.20;27.60;13.25;21.05;27.60;13.25;21.05;101433.67;27.14;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.775 -> $27600;-0.01;0.01;1.00;-0.01;0.01;1.01;5.30;5.61;3.29;3.23;-5.00;1.10;28.86;11.98;21.57;28.86;11.98;21.57;101431.49;27.14;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.868 -> $27700;-0.01;0.02;1.00;-0.01;0.01;1.00;-1.10;1.71;-3.66;1.83;-2.74;0.24;28.86;11.98;21.22;28.86;11.98;21.22;101434.60;27.15;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:46.961 -> $27800;-0.01;0.01;1.00;-0.01;0.01;1.01;3.41;7.44;0.79;1.65;6.59;-9.39;27.42;11.62;22.27;26.16;12.53;21.74;101434.09;27.15;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.102 -> $27900;-0.01;0.01;1.00;-0.01;0.01;1.01;-0.67;3.54;5.61;3.96;4.39;-0.85;26.34;12.35;22.27;27.78;13.07;21.92;101429.53;27.16;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.149 -> $28000;-0.01;0.01;1.00;-0.01;0.01;1.00;1.46;8.84;2.93;-3.60;4.57;4.33;28.32;11.80;22.09;28.32;11.80;22.09;101426.10;27.16;0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.288 -> $28100;-0.01;0.01;1.00;-0.01;0.01;1.01;0.91;6.40;3.60;-3.05;1.10;-4.02;25.62;11.62;21.92;25.62;11.62;21.92;101429.00;27.17;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.381 -> $28200;-0.01;0.01;1.01;-0.01;0.01;1.01;0.49;7.01;2.93;1.28;4.39;-0.67;27.78;14.16;22.27;27.78;14.16;22.27;101429.17;27.16;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.521 -> $28300;-0.01;0.01;0.99;-0.01;0.01;1.00;1.46;8.90;10.37;-1.46;11.52;0.98;27.24;12.89;22.09;27.24;12.89;22.09;101428.64;27.17;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.568 -> $28400;-0.01;0.01;1.00;-0.01;0.01;1.00;-2.26;-7.44;0.06;-0.67;8.84;1.83;26.88;11.08;21.40;27.60;13.25;22.79;101433.63;27.16;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.708 -> $28500;-0.01;0.01;1.00;-0.01;0.01;1.00;2.80;-9.88;0.61;-0.91;6.83;-1.22;28.50;10.17;20.87;28.86;13.07;20.18;101430.80;27.14;0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.754 -> $28600;-0.01;0.02;0.99;-0.01;0.02;1.00;5.73;3.35;-0.67;-1.46;8.05;-6.71;29.40;10.71;21.40;29.40;10.71;21.40;101429.11;27.13;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.895 -> $28700;-0.01;0.01;0.99;-0.01;0.01;1.00;3.78;7.80;-9.94;5.55;-0.49;-0.85;27.42;11.98;22.27;26.52;12.89;22.09;101436.03;27.10;-0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:47.988 -> $28800;-0.01;0.01;1.00;-0.00;0.01;1.00;0.67;1.34;-5.49;7.50;9.27;1.10;28.68;12.53;20.70;28.68;12.53;20.70;101433.59;27.09;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.080 -> $28900;-0.01;0.01;1.01;-0.01;0.01;1.00;-2.62;11.71;5.91;0.06;11.10;0.98;27.78;11.62;20.87;26.88;12.16;21.05;101433.28;27.05;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.172 -> $29000;-0.01;0.01;1.00;-0.01;0.01;1.00;-1.46;0.30;0.43;-0.30;3.78;0.43;27.42;11.26;22.27;27.42;11.26;22.27;101431.94;27.04;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.266 -> $29100;-0.01;0.01;1.00;-0.01;0.01;1.00;0.49;-3.72;-0.67;0.06;-6.40;2.20;26.88;11.80;22.79;26.88;11.80;22.79;101431.08;27.05;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.359 -> $29200;-0.01;0.01;1.00;-0.00;0.01;1.00;-1.46;-3.78;-0.30;0.30;-5.18;-2.62;27.60;11.44;20.35;27.06;13.07;21.92;101427.90;27.05;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.499 -> $29300;-0.01;0.01;1.01;-0.01;0.01;0.99;2.44;3.17;-7.80;-3.41;8.23;4.51;27.42;12.71;21.22;27.42;12.71;21.22;101428.26;27.05;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.546 -> $29400;-0.01;0.01;1.01;-0.01;0.01;1.01;4.94;-1.16;10.24;-0.12;1.95;5.43;27.78;13.07;21.22;27.78;13.07;21.22;101433.22;27.06;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.686 -> $29500;-0.01;0.01;1.00;-0.01;0.01;1.01;2.99;1.71;-6.34;0.49;4.15;-13.11;26.16;12.53;21.05;25.98;12.35;20.87;101428.82;27.08;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.779 -> $29600;-0.01;0.01;1.01;-0.01;0.01;0.99;2.20;-0.73;6.10;-0.49;7.62;-4.02;27.60;11.44;21.74;27.60;11.44;21.74;101431.41;27.09;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.872 -> $29700;-0.01;0.01;1.01;-0.01;0.02;1.00;5.91;-5.00;0.24;-3.23;-2.13;-9.94;28.50;13.07;22.61;28.50;13.07;22.61;101432.00;27.09;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:48.965 -> $29800;-0.01;0.01;1.01;-0.01;0.01;1.00;0.06;7.68;3.29;4.15;3.17;-3.84;28.32;11.44;21.40;27.06;11.62;21.92;101431.52;27.10;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.105 -> $29900;-0.01;0.01;1.00;-0.01;0.01;1.00;-0.91;7.26;2.56;1.28;5.00;-4.21;27.24;12.16;21.40;27.24;12.16;21.40;101430.08;27.10;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.151 -> $30000;-0.01;0.01;1.01;-0.01;0.01;1.01;-1.65;5.98;8.60;0.30;-14.57;-1.34;29.22;10.89;23.31;29.22;10.89;23.31;101428.20;27.11;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.291 -> $30100;-0.00;0.01;1.00;-0.01;0.01;1.01;3.41;2.13;3.29;-0.67;1.10;-4.21;28.14;11.98;21.57;28.14;11.98;21.57;101433.37;27.11;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.385 -> $30200;-0.01;0.01;1.00;-0.01;0.01;1.00;-0.30;1.95;-8.48;-4.02;1.16;-1.52;27.24;13.62;22.44;27.24;13.62;22.44;101430.04;27.12;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.525 -> $30300;-0.01;0.01;1.00;-0.01;0.01;1.00;0.49;10.24;4.88;0.67;1.16;-5.67;27.78;12.71;20.87;27.78;11.62;21.57;101431.60;27.13;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.571 -> $30400;-0.01;0.01;1.01;-0.01;0.01;1.01;0.85;3.35;-3.66;-0.67;10.49;2.38;28.68;13.62;21.40;28.68;13.62;21.40;101431.00;27.12;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.665 -> $30500;-0.01;0.01;1.00;-0.01;0.01;1.00;-0.91;3.35;2.74;-1.46;2.38;4.33;27.78;13.07;21.22;27.78;13.07;21.22;101430.82;27.12;0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.759 -> $30600;-0.01;0.01;1.00;-0.01;0.01;1.00;3.17;6.40;-3.84;-1.28;-3.72;4.33;27.96;10.35;22.44;29.40;13.25;21.40;101431.66;27.12;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.899 -> $30700;-0.01;0.01;1.00;-0.01;0.01;1.00;2.44;-2.38;13.23;2.62;-0.73;10.06;25.62;11.98;21.57;25.62;11.98;21.57;101434.92;27.10;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:49.946 -> $30800;-0.01;0.01;0.99;-0.01;0.01;1.00;-2.44;-0.73;4.51;0.49;-5.61;-0.49;28.86;11.26;21.22;28.86;11.26;21.22;101435.10;27.08;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.086 -> $30900;-0.01;0.01;1.00;-0.01;0.01;1.00;-1.83;5.18;-1.52;-4.94;-3.11;-6.89;28.14;11.98;20.87;27.78;11.98;22.96;101438.40;27.04;-0.06;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.180 -> $31000;-0.01;0.01;1.00;-0.01;0.01;1.00;7.07;-1.28;-12.80;2.01;2.13;-3.66;28.14;11.98;20.87;28.14;11.98;20.87;101438.51;27.01;-0.06;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.272 -> $31100;-0.01;0.01;1.00;-0.01;0.01;1.00;-1.28;1.52;-2.80;1.28;14.76;3.41;26.34;12.71;20.87;26.34;12.71;20.87;101437.11;26.95;-0.05;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.365 -> $31200;-0.01;0.01;1.00;-0.01;0.01;1.00;-4.94;-1.28;3.29;0.85;10.73;-4.76;27.42;12.35;19.83;26.70;12.35;21.22;101436.67;26.92;-0.05;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.505 -> $31300;-0.01;0.01;0.99;-0.01;0.01;0.99;5.91;-2.99;0.43;1.46;4.15;-4.39;26.70;11.98;21.57;26.70;11.98;21.57;101439.64;26.86;-0.07;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.551 -> $31400;-0.01;0.01;1.00;-0.01;0.01;1.00;0.85;-3.11;3.11;4.57;4.39;-3.17;27.24;13.25;21.05;29.77;12.89;21.40;101437.80;26.84;-0.05;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.692 -> $31500;-0.01;0.01;1.00;-0.00;0.01;1.00;-0.49;3.23;0.61;1.83;8.05;3.11;28.32;12.53;18.96;28.32;12.53;18.96;101436.69;26.79;-0.05;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.785 -> $31600;-0.01;0.01;0.99;-0.01;0.01;1.00;1.83;4.82;-9.57;4.39;-3.72;-1.89;28.14;11.62;22.61;28.14;11.62;22.61;101435.39;26.76;-0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.878 -> $31700;-0.01;0.01;1.00;-0.01;0.01;0.99;6.28;3.84;-13.48;-1.65;4.57;-8.35;27.96;12.53;22.09;27.78;11.62;21.22;101437.74;26.72;-0.05;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:50.971 -> $31800;-0.01;0.01;1.00;-0.00;0.01;1.00;2.01;-5.37;-4.57;-1.65;3.60;-6.71;28.32;12.16;21.05;28.32;12.16;21.05;101441.53;26.70;-0.08;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.063 -> $31900;-0.01;0.01;1.00;-0.01;0.01;0.99;-1.83;-5.37;-0.49;-0.67;5.43;4.15;27.24;11.08;20.00;27.24;11.08;20.00;101441.91;26.68;-0.09;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.156 -> $32000;-0.01;0.01;1.00;-0.01;0.01;1.00;-0.91;0.73;5.73;-0.49;-2.32;0.43;28.14;11.98;22.61;27.42;13.44;21.22;101441.16;26.68;-0.08;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.297 -> $32100;-0.01;0.01;1.00;-0.01;0.01;1.00;1.46;-1.46;5.91;1.28;0.73;2.38;27.42;11.62;22.27;27.42;11.62;22.27;101434.75;26.66;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.345 -> $32200;-0.01;0.01;1.00;-0.01;0.01;1.00;1.04;-0.91;-8.35;1.28;8.66;-0.12;28.32;12.53;21.05;28.32;12.53;21.05;101440.64;26.66;-0.08;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.538 -> $32300;-0.01;0.01;1.00;-0.01;0.01;1.00;-2.44;9.70;-1.22;6.10;1.16;11.10;27.42;11.26;20.87;28.32;11.80;20.35;101437.47;26.65;-0.05;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.580 -> $32400;-0.01;0.01;1.00;-0.01;0.01;1.00;3.96;-1.46;-1.52;-1.83;10.55;2.56;28.86;11.62;21.57;28.86;11.62;21.57;101437.47;26.65;-0.05;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.673 -> $32500;-0.01;0.01;1.00;-0.01;0.01;1.00;1.65;-11.10;-3.35;-2.07;4.21;2.74;27.42;11.98;21.92;27.42;11.98;21.92;101434.55;26.64;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.766 -> $32600;-0.01;0.01;0.99;-0.01;0.01;1.00;-3.05;-2.50;4.70;5.12;7.87;2.74;27.42;12.35;21.22;27.60;13.25;21.40;101434.16;26.64;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.896 -> $32700;-0.01;0.01;1.00;-0.01;0.01;0.99;-0.12;-1.46;-4.94;-4.57;-3.11;-1.04;26.34;11.26;21.92;26.34;11.26;21.92;101433.63;26.63;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:51.995 -> $32800;-0.01;0.01;1.00;-0.01;0.01;1.00;2.01;8.29;-9.21;-0.91;9.09;0.24;28.14;11.62;21.92;27.96;12.53;21.40;101433.00;26.62;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.083 -> $32900;-0.01;0.01;1.00;-0.01;0.01;1.00;-0.12;7.50;-9.76;-1.65;3.41;-5.30;28.32;12.53;22.09;28.32;12.53;22.09;101433.17;26.62;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.177 -> $33000;-0.01;0.01;1.00;-0.00;0.01;1.00;0.67;-3.35;-5.30;-0.91;-0.91;-6.52;26.88;12.53;23.14;26.88;12.53;23.14;101436.58;26.62;-0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.269 -> $33100;-0.01;0.01;1.00;-0.01;0.01;1.00;-3.78;-4.94;5.91;-3.05;4.45;0.98;28.14;13.07;22.27;28.14;13.07;22.27;101436.41;26.62;-0.04;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.366 -> $33200;-0.01;0.01;1.00;-0.01;0.01;1.00;2.99;0.37;6.10;0.06;0.98;9.70;29.22;11.98;21.57;29.22;11.98;21.57;101433.36;26.62;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.504 -> $33300;-0.01;0.01;0.99;-0.00;0.01;1.00;1.04;4.63;-0.85;3.96;-9.39;1.83;27.96;11.44;21.74;27.42;12.71;21.57;101434.89;26.62;-0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.550 -> $33400;-0.01;0.01;1.00;-0.01;0.01;0.99;-3.23;9.94;2.93;3.17;4.02;4.70;27.42;11.26;21.92;28.32;11.80;22.44;101431.10;26.61;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.691 -> $33500;-0.01;0.01;1.00;-0.01;0.01;1.00;-1.65;7.68;8.96;0.49;-7.99;12.20;28.68;11.08;21.05;28.68;11.08;21.05;101433.85;26.60;-0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.785 -> $33600;-0.01;0.01;1.00;-0.01;0.01;1.00;0.06;2.62;2.01;3.41;0.91;2.01;29.40;13.62;21.05;29.40;13.62;21.05;101432.39;26.59;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.878 -> $33700;-0.01;0.01;0.99;-0.01;0.01;1.00;0.85;-12.93;13.41;0.06;-6.83;-7.80;27.60;13.25;22.09;27.60;13.25;22.09;101432.77;26.60;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:52.974 -> $33800;-0.01;0.01;1.00;-0.01;0.01;1.00;3.17;4.21;2.93;-0.49;-2.50;0.98;27.24;11.44;21.74;27.24;11.44;21.74;101431.96;26.61;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:53.112 -> $33900;-0.01;0.01;1.00;-0.01;0.01;1.00;0.67;-11.89;0.98;1.83;-9.39;5.61;28.86;12.35;21.57;26.88;13.25;21.40;101431.85;26.62;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:53.159 -> $34000;-0.01;0.01;1.00;-0.01;0.01;1.00;0.85;-3.29;12.01;1.04;-5.00;7.93;28.50;11.62;21.22;28.50;11.62;21.22;101431.72;26.62;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
14:19:53.299 -> $34100;-0.01;0.01;1.00;-0.01;0.01;1.00;-0.49;8.11;-0.85;2.01;12.13;2.01;27.24;12.16;23.14;26.34;11.98;21.92;101429.30;26.63;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
